Fecha Declaración;Nombre;Apellido Paterno;Apellido Materno;Cargo;Tipo Declaración;Institución
2022-09-03T00:00:00Z;JOSÉ;PÉREZ;ARRIAGADA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-08-26T00:00:00Z;LORENA CAROLINA;CISTERNAS;HERRERA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-09-02T00:00:00Z;VIVIANNE;FERNÁNDEZ;MORA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-03T00:00:00Z;PATRICIA;ORTEGA;VALENCIA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-01T00:00:00Z;JORGE;CALDERON;NUÑEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-08-24T00:00:00Z;MAXIMILIANO ADOLFO;MOREL;NUÑEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-08-29T00:00:00Z;EDSON;DETTONI;ANDRADE;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-09-02T00:00:00Z;MARCELO RICARDO;ENCINA;MUÑOZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-01T00:00:00Z;SARA NATACHA;ORÓSTICA;OLAYA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-01T00:00:00Z;CESAR;BRAVO;CASTILLO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-03T00:00:00Z;LINETTE DEL CARMEN;MUÑOZ;RAMIREZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-01T00:00:00Z;RODRIGO ANDRES;BAEZA;BOYARDI;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-08-31T00:00:00Z;GONZALO HERNÁN;BASCUÑÁN;VARGAS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-09-02T00:00:00Z;ERNESTO ELEODORO;PAILLÁN;HERNÁNDEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2023-03-23T00:00:00Z;MONSERRAT ISABEL FRANCISCA;RISCO;PARADA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
2023-03-28T00:00:00Z;PATRICIA;ORTEGA;VALENCIA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2023-03-27T00:00:00Z;JACQUELINE CARMEN;CASTILLO;ROBLERO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2023-03-27T00:00:00Z;ANGEL ARTURO;ROA;ALEGRIA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-03-27T00:00:00Z;NATALIA BERNARDITA;IBAÑEZ;DONOSO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO HUMANISTA
2023-03-28T00:00:00Z;CAROLINA SOLEDAD;BARRIA;KEMP;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-03-25T00:00:00Z;OSCAR LUIS BENJAMIN;OYARZO;HIDALGO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2023-03-30T00:00:00Z;ALFONSO ARTURO;DE URRESTI;LONGTON;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2023-05-03T00:00:00Z;MARCELA;CAMPOLO;FERNÁNDEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2023-06-14T00:00:00Z;LUIS;SILVA;IRARRAZAVAL;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REPUBLICANO DE CHILE
2023-09-08T00:00:00Z;PAOLA;MARÍN;MARTINEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);MOVIMIENTO AMARILLOS POR CHILE
2023-09-07T00:00:00Z;FERNANDO;GIPOULOU;ANDRADE;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);MOVIMIENTO AMARILLOS POR CHILE
2023-09-08T00:00:00Z;GONZALO;ROJAS-MAY;ORTIZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);MOVIMIENTO AMARILLOS POR CHILE
2023-09-04T00:00:00Z;GABRIELA;RIUTORT;BARRENCHEA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);MOVIMIENTO AMARILLOS POR CHILE
2021-03-31T00:00:00Z;OSCAR DANIEL;JADUE;JADUE;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNISTA DE CHILE
2021-03-25T00:00:00Z;YANNA PATRICIA;SOBARZO;ORTEGA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);CIUDADANOS
2021-04-05T00:00:00Z;FERNANDO PATRICIO;LEPE;MIRANDA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2021-04-20T00:00:00Z;JOSE MANUEL;PALACIO;PARRA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
2021-04-20T00:00:00Z;SANDRA MARIA;ACUÑA;QUIJON;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO NACIONAL CIUDADANO
2022-04-29T00:00:00Z;GIANNI MAURICIO;RIVERA;FOO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2018-10-26T00:00:00Z;CARLOS DOMINGO;MALDONADO;CURTI;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL SOCIALDEMÓCRATA
2020-10-19T00:00:00Z;ÍTALO ARMANDO;ZUNINO;BESNIER;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2020-10-15T00:00:00Z;ÍTALO ARMANDO;ZUNINO;BESNIER;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2023-01-17T00:00:00Z;JUAN CARLOS;GONZÁLEZ;CALDERÓN;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2023-01-17T00:00:00Z;GLORIA DE LOS ANGELES;HUTT;HESSE;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2023-01-17T00:00:00Z;JOSE IGNACIO;MORENO;ZULOAGA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2023-01-25T00:00:00Z;TOMÁS RENÉ;HIRSCH;GOLDSCHMIDT;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2023-01-18T00:00:00Z;MARIA JOSE;HERRERA;BRUMMER;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2023-03-01T00:00:00Z;EFRÉN CHRISTIAN;OSORIO;JARA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2023-03-03T00:00:00Z;JULIETTE CRISTINA;VILLALOBOS;CARES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DE LA GENTE
2023-03-09T00:00:00Z;ANA MARÍA;HERNÁNDEZ;SAN MARTÍN;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2023-03-08T00:00:00Z;ALEXANDRA LAURA LUCÍA YAMILA;NÚÑEZ;SORICH;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2023-05-29T00:00:00Z;SARA NICOL;CONCHA;SMITH;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-05-29T00:00:00Z;LUCIANO ERNESTO;SILVA;MORA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-05-29T00:00:00Z;ANTARIS CATALINA;VARELA;COMPAGNON;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-07-08T00:00:00Z;JOSE CARLOS;MEZA;PEREIRA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REPUBLICANO DE CHILE
2023-07-13T00:00:00Z;CAROLINA;PIZARRO;CARVAJAL;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2023-07-13T00:00:00Z;FELIPE;LARENAS;BURGOS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2021-09-03T00:00:00Z;PATRICIA CAROLINA;HIDALGO;JELDES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2021-08-17T00:00:00Z;ALEJANDRO LAUREANO;ASTETE;GUTIÉRREZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2021-08-20T00:00:00Z;NATALIA ALEJANDRA;PIERGENTILI;DOMENECH;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2021-09-06T00:00:00Z;NATALIA ALEJANDRA;PIERGENTILI;DOMENECH;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2022-03-31T00:00:00Z;GUSTAVO;SANHUEZA;DUEÑAS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
2022-03-31T00:00:00Z;KAROL AÍDA;CARIOLA;OLIVA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNISTA DE CHILE
2021-09-07T00:00:00Z;ROSA EMILIA;AHUMADA;CAMPUSANO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNISTA DE CHILE
2021-11-10T00:00:00Z;EGLIA MARISOL;MORALES;BARRERA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DE LA GENTE
2021-11-10T00:00:00Z;LUIS EMILIO;PEÑA;ROJO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DE LA GENTE
2021-11-10T00:00:00Z;YOVANA ALEJANDRA;AHUMADA;PALMA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DE LA GENTE
2021-09-07T00:00:00Z;ANDREA ISABEL DEL CARMEN;OJEDA;MIRANDA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);RENOVACIÓN NACIONAL
2021-03-23T00:00:00Z;NICOLÁS;CERDA;DÍEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);RENOVACIÓN NACIONAL
2022-04-13T00:00:00Z;CLAUDIO ANDRES;OSORIO;ROMERO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REPUBLICANO DE CHILE
2022-04-13T00:00:00Z;FRANCISCA ALEJANDRA;HERNANDEZ;CACERES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2022-04-12T00:00:00Z;PATRICIO ELÍAS;FERREIRA;RIVERA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2022-04-19T00:00:00Z;ROMINA CECILIA;CIFUENTES;GONZALEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REPUBLICANO DE CHILE
2022-07-12T00:00:00Z;PAZ ANDREA;SUÁREZ;BRIONES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2022-07-13T00:00:00Z;JOSÉ MIGUEL;CARVAJAL;GALLARDO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2022-07-14T00:00:00Z;MARCO ANTONIO;VELARDE;SALINAS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2022-07-14T00:00:00Z;JOSEFINA;VILLAR;ARAYA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2022-07-13T00:00:00Z;HÉCTOR ALEJANDRO;BARRÍA;ANGULO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2022-07-14T00:00:00Z;ROLANDO;ESPINOZA;AGUIRRE;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2022-07-29T00:00:00Z;MARÍA EMILIA;UNDURRAGA;MARIMÓN;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2022-07-25T00:00:00Z;CAMILO ENRIQUE;ESCALONA;MEDINA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2022-08-01T00:00:00Z;FRANCESCA LORENA;PARODI;OPPLIGER;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2022-08-01T00:00:00Z;MARIA IGNACIA;GALILEA;RAPHAEL;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2022-08-03T00:00:00Z;JORGE ENRIQUE;GUZMAN;ZEPEDA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO EVOLUCIÓN POLÍTICA
2022-07-14T00:00:00Z;CONSUELO;SALAS;MUÑOZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2022-08-04T00:00:00Z;LEONARDO ENRIQUE;CUBILLOS;RAMÍREZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO RADICAL DE CHILE
2022-11-29T00:00:00Z;RAUL HUMBERTO;SOTO;MARDONES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO POR LA DEMOCRACIA
2022-11-22T00:00:00Z;ESTEBAN;VELASQUEZ;NUÑEZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);FEDERACIÓN REGIONALISTA VERDE SOCIAL
2023-02-17T00:00:00Z;TOMÁS RENÉ;HIRSCH;GOLDSCHMIDT;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2023-04-04T00:00:00Z;MÁXIMO FRANCISCO;PAVEZ;CANTILLANO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
2023-08-31T00:00:00Z;MARÍA PAZ;FUENZALIDA;CATALÁN;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDOS DEMÓCRATAS CHILE
2022-08-23T00:00:00Z;SOFIA;VALENZUELA;DELPIANO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-08-13T00:00:00Z;ISADORA IGNACIA;VENEGAS;MATUS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2022-05-30T00:00:00Z;MARIO ROBERTO;TORREALBA;DIAZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);FEDERACIÓN REGIONALISTA VERDE SOCIAL
2022-05-31T00:00:00Z;ALDO SIGISFREDO;MARDONES;ALARCÓN;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2022-10-06T00:00:00Z;JUAN IGNACIO;LATORRE;RIVEROS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-08-31T00:00:00Z;JUAN IGNACIO;LATORRE;RIVEROS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-10-06T00:00:00Z;MATÍAS FELIPE;SEMBLER;REYES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REVOLUCIÓN DEMOCRÁTICA
2022-10-14T00:00:00Z;FANNY SONNIA;POLLAROLO;VILLA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2022-10-06T00:00:00Z;FÉLIX ELLIOT;BUGUEÑO;SOTELO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);FEDERACIÓN REGIONALISTA VERDE SOCIAL
2022-10-08T00:00:00Z;LEONARDO ENRIQUE;SOTO;FERRADA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2023-03-29T00:00:00Z;LUIS HUGO HERNAN;PALMA;PEREZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO HUMANISTA
2023-03-31T00:00:00Z;EDUARDO ANTONIO;CANTO;ORELLANA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-03-30T00:00:00Z;GERALDINE TAMARA DEL PILAR;ARAVENA;GODOY;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-03-30T00:00:00Z;BELÉN ALEJANDRA;NÚÑEZ;ORMEÑO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIAL CRISTIANO
2023-03-30T00:00:00Z;CONSTANZA VERONICA;HUBE;PORTUS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
2023-03-29T00:00:00Z;DANIELLA VALENTINA;CICARDINI;MILLA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2023-03-30T00:00:00Z;NATALIA ARLENE;CANTO;NOVOA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO HUMANISTA
2023-03-29T00:00:00Z;RENATO;MÉNDEZ;MUJICA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2022-07-17T00:00:00Z;EDUARDO ANTONIO;BERMUDEZ;ROMERO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2022-07-15T00:00:00Z;VICTORIA ABIGAIL;HERRERA;PACHECO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNES
2022-09-21T00:00:00Z;ARTURO FRANCISCO;BARRIOS;OTEÍZA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2022-09-22T00:00:00Z;PAULINA EUGENIA;VODANOVIC;ROJAS;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2022-09-07T00:00:00Z;DANIELLA VALENTINA;CICARDINI;MILLA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO SOCIALISTA DE CHILE
2023-02-06T00:00:00Z;LAUTARO CÉSAR;CARMONA;SOTO;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO COMUNISTA DE CHILE
2023-02-01T00:00:00Z;ALBERTO;UNDURRAGA;VICUÑA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DEMÓCRATA CRISTIANO
2023-01-25T00:00:00Z;GLADYS LORETO;MUÑOZ;GUTIÉRREZ;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO ACCIÓN HUMANISTA
2023-02-06T00:00:00Z;VICENTE;BRUNA;FERRER;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REPUBLICANO DE CHILE
2022-03-31T00:00:00Z;YOVANA ALEJANDRA;AHUMADA;PALMA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DE LA GENTE
2022-03-30T00:00:00Z;RUTH ESTER;HURTADO;OLAVE;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO REPUBLICANO DE CHILE
2022-03-31T00:00:00Z;JULIETTE CRISTINA;VILLALOBOS;CARES;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);PARTIDO DE LA GENTE
2022-03-31T00:00:00Z;SERGIO;GAHONA;SALAZAR;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
2023-04-11T00:00:00Z;FLOR ISABEL;WEISSE;NOVOA;MIEMBRO ÓRGANO EJECUTIVO;PRIMERA DECLARACIÓN (POR ASUNCIÓN DE CARGO);UNIÓN DEMÓCRATA INDEPENDIENTE
